,Original index,pm-Containers.pLMN-Identity,list-of-matched-UEs.ueId,cellObjectID,timestamp,list-of-matched-UEs.pmType,pm-Containers.QCI,pm-Containers.dl-PRBUsage,pm-Containers.ul-PRBUsage,pm-Containers.dl-TotalofAvailablePRBs,pm-Containers.ul-TotalofAvailablePRBs,pm-Containers.nRCGI.nRCellIdentity,list-of-matched-UEs.pmVal,Test ID
560,606,b'111',b'00001',1113,1700745628.3530374,DRB.UEThpDl.UEID,-1.0,54.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',1037.0,2
561,616,b'111',b'00003',1115,1700745628.404449,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',4043.0,2
562,617,b'111',b'00004',1115,1700745628.404449,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',2173.0,2
563,618,b'111',b'00002',1115,1700745628.404449,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',3498.0,2
564,637,b'111',b'00011',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
565,638,b'111',b'00010',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',5290.0,2
566,639,b'111',b'00003',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',4043.0,2
567,640,b'111',b'00009',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1740.0,2
568,641,b'111',b'00012',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',547.0,2
569,642,b'111',b'00006',1112,1700745628.4916935,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1492.0,2
570,659,b'111',b'00007',1114,1700745656.7376363,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',6315.0,2
571,669,b'111',b'00001',1113,1700745656.7921624,DRB.UEThpDl.UEID,-1.0,34.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',768.0,2
572,670,b'111',b'00005',1113,1700745656.7921624,DRB.UEThpDl.UEID,-1.0,34.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',260.0,2
573,671,b'111',b'00010',1113,1700745656.7921624,DRB.UEThpDl.UEID,-1.0,34.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',2292.0,2
574,684,b'111',b'00003',1115,1700745656.8582516,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',3785.0,2
575,685,b'111',b'00010',1115,1700745656.8582516,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',2292.0,2
576,686,b'111',b'00002',1115,1700745656.8582516,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',2674.0,2
577,687,b'111',b'00004',1115,1700745656.8582516,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1690.0,2
578,703,b'111',b'00012',1112,1700745656.9313836,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',499.0,2
579,704,b'111',b'00005',1112,1700745656.9313836,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',260.0,2
580,705,b'111',b'00011',1112,1700745656.9313836,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
581,706,b'111',b'00006',1112,1700745656.9313836,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',919.0,2
582,707,b'111',b'00009',1112,1700745656.9313836,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',2223.0,2
583,722,b'111',b'00007',1114,1700745681.1676848,DRB.UEThpDl.UEID,-1.0,41.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',6022.0,2
584,738,b'111',b'00003',1115,1700745681.2413216,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',3946.0,2
585,739,b'111',b'00010',1115,1700745681.2413216,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1237.0,2
586,740,b'111',b'00001',1115,1700745681.2413216,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',665.0,2
587,741,b'111',b'00004',1115,1700745681.2413216,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1457.0,2
588,742,b'111',b'00002',1115,1700745681.2413216,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',2113.0,2
589,758,b'111',b'00011',1112,1700745681.3409932,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
590,759,b'111',b'00012',1112,1700745681.3409932,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',591.0,2
591,760,b'111',b'00005',1112,1700745681.3409932,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',311.0,2
592,761,b'111',b'00009',1112,1700745681.3409932,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',2130.0,2
593,762,b'111',b'00006',1112,1700745681.3409932,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',919.0,2
594,771,b'111',b'00007',1114,1700745709.5760956,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',4154.0,2
595,781,b'111',b'00001',1113,1700745709.6263144,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',626.0,2
596,791,b'111',b'00004',1115,1700745709.6874382,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1414.0,2
597,792,b'111',b'00002',1115,1700745709.6874382,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1811.0,2
598,793,b'111',b'00010',1115,1700745709.6874382,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1121.0,2
599,812,b'111',b'00011',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
600,813,b'111',b'00005',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',300.0,2
601,814,b'111',b'00003',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',4420.0,2
602,815,b'111',b'00012',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',702.0,2
603,816,b'111',b'00009',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1918.0,2
604,817,b'111',b'00006',1112,1700745709.7730706,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',742.0,2
605,833,b'111',b'00007',1114,1700745738.0181491,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',3357.0,2
606,840,b'111',b'00001',1113,1700745738.068033,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',835.0,2
607,841,b'111',b'00003',1113,1700745738.068033,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',4721.0,2
608,851,b'111',b'00002',1115,1700745738.131035,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1696.0,2
609,852,b'111',b'00010',1115,1700745738.131035,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',983.0,2
610,853,b'111',b'00004',1115,1700745738.131035,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1426.0,2
611,872,b'111',b'00009',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1718.0,2
612,873,b'111',b'00005',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',300.0,2
613,874,b'111',b'00012',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',722.0,2
614,875,b'111',b'00003',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',4721.0,2
615,876,b'111',b'00011',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
616,877,b'111',b'00006',1112,1700745738.223996,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',567.0,2
617,893,b'111',b'00007',1114,1700745770.5197177,DRB.UEThpDl.UEID,-1.0,2.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',3341.0,2
618,900,b'111',b'00001',1113,1700745770.5682957,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',1261.0,2
619,901,b'111',b'00003',1113,1700745770.5682957,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',5233.0,2
620,914,b'111',b'00002',1115,1700745770.6361558,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1756.0,2
621,915,b'111',b'00004',1115,1700745770.6361558,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1298.0,2
622,916,b'111',b'00010',1115,1700745770.6361558,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',884.0,2
623,917,b'111',b'00008',1115,1700745770.6361558,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',16577.0,2
624,933,b'111',b'00011',1112,1700745770.7138562,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
625,934,b'111',b'00005',1112,1700745770.7138562,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',300.0,2
626,935,b'111',b'00009',1112,1700745770.7138562,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1664.0,2
627,936,b'111',b'00012',1112,1700745770.7138562,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',672.0,2
628,937,b'111',b'00006',1112,1700745770.7138562,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',533.0,2
629,953,b'111',b'00007',1114,1700745798.9904227,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',3341.0,2
630,966,b'111',b'00008',1115,1700745799.0609322,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',15402.0,2
631,967,b'111',b'00004',1115,1700745799.0609322,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1269.0,2
632,968,b'111',b'00002',1115,1700745799.0609322,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1745.0,2
633,969,b'111',b'00010',1115,1700745799.0609322,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',840.0,2
634,976,b'111',b'00003',1113,1700745799.1083767,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',4499.0,2
635,977,b'111',b'00001',1113,1700745799.1083767,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',1307.0,2
636,993,b'111',b'00006',1112,1700745799.1834366,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',533.0,2
637,994,b'111',b'00012',1112,1700745799.1834366,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',667.0,2
638,995,b'111',b'00005',1112,1700745799.1834366,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',321.0,2
639,996,b'111',b'00009',1112,1700745799.1834366,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1862.0,2
640,997,b'111',b'00011',1112,1700745799.1834366,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',25125.0,2
641,1014,b'111',b'00007',1114,1700745827.4666162,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',3341.0,2
642,1030,b'111',b'00008',1115,1700745827.545962,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',15402.0,2
643,1031,b'111',b'00002',1115,1700745827.545962,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1913.0,2
644,1032,b'111',b'00004',1115,1700745827.545962,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1216.0,2
645,1033,b'111',b'00010',1115,1700745827.545962,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',814.0,2
646,1034,b'111',b'00006',1115,1700745827.545962,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',524.0,2
647,1041,b'111',b'00001',1113,1700745827.5950892,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',1364.0,2
648,1042,b'111',b'00003',1113,1700745827.5950892,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',3962.0,2
649,1058,b'111',b'00005',1112,1700745827.6736212,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',321.0,2
650,1059,b'111',b'00012',1112,1700745827.6736212,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',634.0,2
651,1060,b'111',b'00009',1112,1700745827.6736212,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1759.0,2
652,1061,b'111',b'00006',1112,1700745827.6736212,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',524.0,2
653,1062,b'111',b'00011',1112,1700745827.6736212,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',16910.0,2
654,1079,b'111',b'00007',1114,1700745855.9672873,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xf6\xf0',3341.0,2
655,1086,b'111',b'00005',1113,1700745856.014295,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',325.0,2
656,1087,b'111',b'00001',1113,1700745856.014295,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00\xf6\xf0',1506.0,2
657,1100,b'111',b'00002',1115,1700745856.080239,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1950.0,2
658,1101,b'111',b'00008',1115,1700745856.080239,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',15402.0,2
659,1102,b'111',b'00010',1115,1700745856.080239,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',902.0,2
660,1103,b'111',b'00004',1115,1700745856.080239,DRB.UEThpDl.UEID,-1.0,78.0,0.0,139.0,139.0,b'80\x00\xf6\xf0',1173.0,2
661,1122,b'111',b'00006',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',483.0,2
662,1123,b'111',b'00004',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1173.0,2
663,1124,b'111',b'00003',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',3608.0,2
664,1125,b'111',b'00012',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',705.0,2
665,1126,b'111',b'00011',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',16910.0,2
666,1127,b'111',b'00009',1112,1700745856.1658604,DRB.UEThpDl.UEID,-1.0,68.0,0.0,139.0,139.0,b'32\x00\xf6\xf0',1684.0,2
667,8,b'111',b'00003',1113,1700816010.424095,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\x0e\x00',0.0,10
668,9,b'111',b'00005',1113,1700816010.424095,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\x0e\x00',0.0,10
669,30,b'111',b'00001',1115,1700816010.496678,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\r\x00',0.0,10
670,31,b'111',b'00002',1115,1700816010.496678,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\r\x00',0.0,10
671,32,b'111',b'00003',1115,1700816010.496678,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\r\x00',0.0,10
672,33,b'111',b'00012',1115,1700816010.496678,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\r\x00',0.0,10
673,34,b'111',b'00010',1115,1700816010.496678,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\r\x00',0.0,10
674,55,b'111',b'00004',1112,1700816010.5937085,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x0e\x00',0.0,10
675,56,b'111',b'00006',1112,1700816010.5937085,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x0e\x00',0.0,10
676,57,b'111',b'00011',1112,1700816010.5937085,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x0e\x00',0.0,10
677,58,b'111',b'00009',1112,1700816010.5937085,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x0e\x00',0.0,10
678,59,b'111',b'00007',1112,1700816010.5937085,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\x0e\x00',0.0,10
679,86,b'111',b'00012',1115,1700816034.7782302,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',215.0,10
680,87,b'111',b'00002',1115,1700816034.7782302,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',5288.0,10
681,88,b'111',b'00001',1115,1700816034.7782302,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',1107.0,10
682,89,b'111',b'00010',1115,1700816034.7782302,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',13843.0,10
683,90,b'111',b'00003',1115,1700816034.7782302,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',354.0,10
684,109,b'111',b'00005',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',177.0,10
685,110,b'111',b'00009',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',972.0,10
686,111,b'111',b'00007',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',915.0,10
687,112,b'111',b'00004',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',452.0,10
688,113,b'111',b'00006',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',963.0,10
689,114,b'111',b'00011',1112,1700816034.8753242,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'32\x00c\xf0',206.0,10
690,138,b'111',b'00010',1115,1700816063.095328,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00c\xf0',17296.0,10
691,139,b'111',b'00003',1115,1700816063.095328,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00c\xf0',351.0,10
692,140,b'111',b'00001',1115,1700816063.095328,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00c\xf0',1227.0,10
693,141,b'111',b'00002',1115,1700816063.095328,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00c\xf0',6623.0,10
694,163,b'111',b'00009',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',865.0,10
695,164,b'111',b'00006',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',856.0,10
696,165,b'111',b'00011',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',488.0,10
697,166,b'111',b'00012',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',187.0,10
698,167,b'111',b'00005',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',10078.0,10
699,168,b'111',b'00004',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',459.0,10
700,169,b'111',b'00007',1112,1700816063.1830938,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00c\xf0',1115.0,10
701,194,b'111',b'00002',1115,1700816091.4071174,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',6848.0,10
702,195,b'111',b'00003',1115,1700816091.4071174,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',324.0,10
703,196,b'111',b'00001',1115,1700816091.4071174,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',1306.0,10
704,197,b'111',b'00010',1115,1700816091.4071174,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00c\xf0',14440.0,10
705,222,b'111',b'00011',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',1261.0,10
706,223,b'111',b'00009',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',779.0,10
707,224,b'111',b'00004',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',547.0,10
708,225,b'111',b'00007',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',1179.0,10
709,226,b'111',b'00012',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',222.0,10
710,227,b'111',b'00005',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',9829.0,10
711,228,b'111',b'00003',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',324.0,10
712,229,b'111',b'00006',1112,1700816091.503115,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',699.0,10
713,250,b'111',b'00010',1115,1700816119.745173,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',14440.0,10
714,251,b'111',b'00002',1115,1700816119.745173,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',6982.0,10
715,252,b'111',b'00001',1115,1700816119.745173,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',1453.0,10
716,277,b'111',b'00006',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',576.0,10
717,278,b'111',b'00011',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',4209.0,10
718,279,b'111',b'00012',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',2815.0,10
719,280,b'111',b'00007',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',1159.0,10
720,281,b'111',b'00004',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',511.0,10
721,282,b'111',b'00009',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',674.0,10
722,283,b'111',b'00003',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',356.0,10
723,284,b'111',b'00005',1112,1700816119.8441558,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00c\xf0',5704.0,10
724,309,b'111',b'00012',1115,1700816148.1018033,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',3410.0,10
725,310,b'111',b'00010',1115,1700816148.1018033,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',9147.0,10
726,311,b'111',b'00001',1115,1700816148.1018033,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',1386.0,10
727,312,b'111',b'00002',1115,1700816148.1018033,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00c\xf0',6953.0,10
728,337,b'111',b'00004',1112,1700816148.2312894,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00c\xf0',542.0,10
