,Original index,pm-Containers.pLMN-Identity,list-of-matched-UEs.ueId,cellObjectID,timestamp,list-of-matched-UEs.pmType,pm-Containers.QCI,pm-Containers.dl-PRBUsage,pm-Containers.ul-PRBUsage,pm-Containers.dl-TotalofAvailablePRBs,pm-Containers.ul-TotalofAvailablePRBs,pm-Containers.nRCGI.nRCellIdentity,list-of-matched-UEs.pmVal,Test ID
1025,670,b'111',b'00010',1113,1700749497.9639416,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00@\xf0',2292.0,5
1026,671,b'111',b'00005',1113,1700749497.9639416,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00@\xf0',260.0,5
1027,672,b'111',b'00001',1113,1700749497.9639416,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00@\xf0',768.0,5
1028,685,b'111',b'00002',1115,1700749498.0315018,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',2670.0,5
1029,686,b'111',b'00003',1115,1700749498.0315018,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',3765.0,5
1030,687,b'111',b'00004',1115,1700749498.0315018,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',1690.0,5
1031,688,b'111',b'00010',1115,1700749498.0315018,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',2292.0,5
1032,692,b'111',b'00007',1114,1700749498.0667715,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'64\x00@\xf0',6315.0,5
1033,708,b'111',b'00005',1112,1700749498.1500845,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',260.0,5
1034,709,b'111',b'00006',1112,1700749498.1500845,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',919.0,5
1035,710,b'111',b'00011',1112,1700749498.1500845,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',25125.0,5
1036,711,b'111',b'00009',1112,1700749498.1500845,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',2221.0,5
1037,712,b'111',b'00012',1112,1700749498.1500845,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',498.0,5
1038,739,b'111',b'00004',1115,1700749522.4264872,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00@\xf0',1456.0,5
1039,740,b'111',b'00003',1115,1700749522.4264872,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00@\xf0',3946.0,5
1040,741,b'111',b'00010',1115,1700749522.4264872,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00@\xf0',1237.0,5
1041,742,b'111',b'00002',1115,1700749522.4264872,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00@\xf0',2110.0,5
1042,743,b'111',b'00001',1115,1700749522.4264872,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00@\xf0',664.0,5
1043,747,b'111',b'00007',1114,1700749522.4618587,DRB.UEThpDl.UEID,-1.0,42.0,0.0,139.0,139.0,b'64\x00@\xf0',6009.0,5
1044,763,b'111',b'00011',1112,1700749522.5590217,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00@\xf0',25125.0,5
1045,764,b'111',b'00006',1112,1700749522.5590217,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00@\xf0',919.0,5
1046,765,b'111',b'00005',1112,1700749522.5590217,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00@\xf0',309.0,5
1047,766,b'111',b'00009',1112,1700749522.5590217,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00@\xf0',2128.0,5
1048,767,b'111',b'00012',1112,1700749522.5590217,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00@\xf0',592.0,5
1049,788,b'111',b'00002',1115,1700749550.8499496,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00@\xf0',1808.0,5
1050,789,b'111',b'00010',1115,1700749550.8499496,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00@\xf0',1117.0,5
1051,790,b'111',b'00004',1115,1700749550.8499496,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00@\xf0',1413.0,5
1052,794,b'111',b'00007',1114,1700749550.8843288,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00@\xf0',4142.0,5
1053,798,b'111',b'00001',1113,1700749550.9197829,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00@\xf0',627.0,5
1054,817,b'111',b'00006',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',742.0,5
1055,818,b'111',b'00005',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',300.0,5
1056,819,b'111',b'00003',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',4482.0,5
1057,820,b'111',b'00012',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',704.0,5
1058,821,b'111',b'00009',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',1916.0,5
1059,822,b'111',b'00011',1112,1700749551.0030897,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00@\xf0',25125.0,5
1060,844,b'111',b'00010',1115,1700749579.3011818,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',983.0,5
1061,845,b'111',b'00004',1115,1700749579.3011818,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',1425.0,5
1062,846,b'111',b'00002',1115,1700749579.3011818,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',1701.0,5
1063,853,b'111',b'00003',1113,1700749579.3501627,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00@\xf0',4773.0,5
1064,854,b'111',b'00001',1113,1700749579.3501627,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00@\xf0',841.0,5
1065,858,b'111',b'00007',1114,1700749579.3861015,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00@\xf0',3350.0,5
1066,877,b'111',b'00011',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',25125.0,5
1067,878,b'111',b'00012',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',722.0,5
1068,879,b'111',b'00005',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',300.0,5
1069,880,b'111',b'00009',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',1717.0,5
1070,881,b'111',b'00003',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',4773.0,5
1071,882,b'111',b'00006',1112,1700749579.4897876,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00@\xf0',566.0,5
1072,907,b'111',b'00010',1115,1700749607.8059351,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00@\xf0',883.0,5
1073,908,b'111',b'00004',1115,1700749607.8059351,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00@\xf0',1297.0,5
1074,909,b'111',b'00008',1115,1700749607.8059351,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00@\xf0',16415.0,5
1075,910,b'111',b'00002',1115,1700749607.8059351,DRB.UEThpDl.UEID,-1.0,76.0,0.0,139.0,139.0,b'80\x00@\xf0',1756.0,5
1076,914,b'111',b'00007',1114,1700749607.844697,DRB.UEThpDl.UEID,-1.0,1.0,0.0,139.0,139.0,b'64\x00@\xf0',3341.0,5
1077,921,b'111',b'00001',1113,1700749607.8919206,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',1262.0,5
1078,922,b'111',b'00003',1113,1700749607.8919206,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',5220.0,5
1079,938,b'111',b'00009',1112,1700749607.9781158,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',1668.0,5
1080,939,b'111',b'00005',1112,1700749607.9781158,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',300.0,5
1081,940,b'111',b'00006',1112,1700749607.9781158,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',533.0,5
1082,941,b'111',b'00012',1112,1700749607.9781158,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',672.0,5
1083,942,b'111',b'00011',1112,1700749607.9781158,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',25125.0,5
1084,967,b'111',b'00008',1115,1700749636.3135984,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',15402.0,5
1085,968,b'111',b'00010',1115,1700749636.3135984,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',839.0,5
1086,969,b'111',b'00004',1115,1700749636.3135984,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',1268.0,5
1087,970,b'111',b'00002',1115,1700749636.3135984,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00@\xf0',1744.0,5
1088,977,b'111',b'00001',1113,1700749636.3660216,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',1307.0,5
1089,978,b'111',b'00003',1113,1700749636.3660216,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',4490.0,5
1090,982,b'111',b'00007',1114,1700749636.4072928,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00@\xf0',3341.0,5
1091,998,b'111',b'00012',1112,1700749636.491665,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',667.0,5
1092,999,b'111',b'00009',1112,1700749636.491665,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',1861.0,5
1093,1000,b'111',b'00005',1112,1700749636.491665,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',321.0,5
1094,1001,b'111',b'00006',1112,1700749636.491665,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',533.0,5
1095,1002,b'111',b'00011',1112,1700749636.491665,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',24931.0,5
1096,1031,b'111',b'00010',1115,1700749664.8351758,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00@\xf0',814.0,5
1097,1032,b'111',b'00006',1115,1700749664.8351758,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00@\xf0',524.0,5
1098,1033,b'111',b'00002',1115,1700749664.8351758,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00@\xf0',1916.0,5
1099,1034,b'111',b'00008',1115,1700749664.8351758,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00@\xf0',15402.0,5
1100,1035,b'111',b'00004',1115,1700749664.8351758,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00@\xf0',1216.0,5
1101,1039,b'111',b'00007',1114,1700749664.875064,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00@\xf0',3341.0,5
1102,1046,b'111',b'00001',1113,1700749664.922372,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',1366.0,5
1103,1047,b'111',b'00003',1113,1700749664.922372,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'48\x00@\xf0',3962.0,5
1104,1063,b'111',b'00005',1112,1700749665.0023954,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',321.0,5
1105,1064,b'111',b'00006',1112,1700749665.0023954,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',524.0,5
1106,1065,b'111',b'00012',1112,1700749665.0023954,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',634.0,5
1107,1066,b'111',b'00011',1112,1700749665.0023954,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',16910.0,5
1108,1067,b'111',b'00009',1112,1700749665.0023954,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00@\xf0',1757.0,5
1109,1094,b'111',b'00010',1115,1700749697.3691185,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00@\xf0',903.0,5
1110,1095,b'111',b'00008',1115,1700749697.3691185,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00@\xf0',15402.0,5
1111,1096,b'111',b'00004',1115,1700749697.3691185,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00@\xf0',1173.0,5
1112,1097,b'111',b'00002',1115,1700749697.3691185,DRB.UEThpDl.UEID,-1.0,79.0,0.0,139.0,139.0,b'80\x00@\xf0',1949.0,5
1113,1105,b'111',b'00001',1113,1700749697.424605,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00@\xf0',1505.0,5
1114,1106,b'111',b'00005',1113,1700749697.424605,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00@\xf0',325.0,5
1115,1107,b'111',b'00007',1113,1700749697.424605,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'48\x00@\xf0',3341.0,5
1116,1111,b'111',b'00007',1114,1700749697.4620967,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00@\xf0',3341.0,5
1117,1130,b'111',b'00012',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',706.0,5
1118,1131,b'111',b'00004',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',1173.0,5
1119,1132,b'111',b'00006',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',482.0,5
1120,1133,b'111',b'00011',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',16910.0,5
1121,1134,b'111',b'00003',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',3605.0,5
1122,1135,b'111',b'00009',1112,1700749697.5481346,DRB.UEThpDl.UEID,-1.0,66.0,0.0,139.0,139.0,b'32\x00@\xf0',1682.0,5
1123,8,b'111',b'00003',1113,1700752762.3705082,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xaf\x00',0.0,7
1124,9,b'111',b'00005',1113,1700752762.3705082,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xaf\x00',0.0,7
1125,26,b'111',b'00002',1115,1700752762.4337113,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\xae\x00',0.0,7
1126,27,b'111',b'00012',1115,1700752762.4337113,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\xae\x00',0.0,7
1127,28,b'111',b'00001',1115,1700752762.4337113,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\xae\x00',0.0,7
1128,29,b'111',b'00010',1115,1700752762.4337113,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'80\x00\xae\x00',0.0,7
1129,50,b'111',b'00004',1112,1700752762.5073168,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\xb4\x00',0.0,7
1130,51,b'111',b'00006',1112,1700752762.5073168,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\xb4\x00',0.0,7
1131,52,b'111',b'00011',1112,1700752762.5073168,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\xb4\x00',0.0,7
1132,53,b'111',b'00009',1112,1700752762.5073168,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\xb4\x00',0.0,7
1133,54,b'111',b'00007',1112,1700752762.5073168,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'32\x00\xb4\x00',0.0,7
1134,84,b'111',b'00006',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',950.0,7
1135,85,b'111',b'00007',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',893.0,7
1136,86,b'111',b'00005',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',177.0,7
1137,87,b'111',b'00011',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',190.0,7
1138,88,b'111',b'00009',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',965.0,7
1139,89,b'111',b'00004',1112,1700752786.708116,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',465.0,7
1140,105,b'111',b'00003',1115,1700752786.773659,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',354.0,7
1141,106,b'111',b'00001',1115,1700752786.773659,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',1091.0,7
1142,107,b'111',b'00010',1115,1700752786.773659,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',13836.0,7
1143,108,b'111',b'00002',1115,1700752786.773659,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',5156.0,7
1144,109,b'111',b'00012',1115,1700752786.773659,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',214.0,7
1145,142,b'111',b'00009',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',874.0,7
1146,143,b'111',b'00006',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',870.0,7
1147,144,b'111',b'00007',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1107.0,7
1148,145,b'111',b'00005',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',10078.0,7
1149,146,b'111',b'00011',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',423.0,7
1150,147,b'111',b'00004',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',453.0,7
1151,148,b'111',b'00012',1112,1700752815.0183842,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',187.0,7
1152,161,b'111',b'00010',1115,1700752815.0896225,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',17186.0,7
1153,162,b'111',b'00001',1115,1700752815.0896225,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',1226.0,7
1154,163,b'111',b'00002',1115,1700752815.0896225,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',6589.0,7
1155,164,b'111',b'00003',1115,1700752815.0896225,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',351.0,7
1156,197,b'111',b'00006',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',706.0,7
1157,198,b'111',b'00004',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',549.0,7
1158,199,b'111',b'00011',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1233.0,7
1159,200,b'111',b'00012',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',212.0,7
1160,201,b'111',b'00007',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1183.0,7
1161,202,b'111',b'00009',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',787.0,7
1162,203,b'111',b'00005',1112,1700752839.319472,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',10078.0,7
1163,216,b'111',b'00010',1115,1700752839.379141,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',14440.0,7
1164,217,b'111',b'00003',1115,1700752839.379141,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',325.0,7
1165,218,b'111',b'00001',1115,1700752839.379141,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',1297.0,7
1166,219,b'111',b'00002',1115,1700752839.379141,DRB.UEThpDl.UEID,-1.0,81.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',6840.0,7
1167,255,b'111',b'00009',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',677.0,7
1168,256,b'111',b'00006',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',582.0,7
1169,257,b'111',b'00005',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',5704.0,7
1170,258,b'111',b'00011',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',4145.0,7
1171,259,b'111',b'00004',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',511.0,7
1172,260,b'111',b'00007',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1160.0,7
1173,261,b'111',b'00012',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',2815.0,7
1174,262,b'111',b'00003',1112,1700752867.6603513,DRB.UEThpDl.UEID,-1.0,72.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',355.0,7
1175,272,b'111',b'00010',1115,1700752867.7099202,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',14440.0,7
1176,273,b'111',b'00001',1115,1700752867.7099202,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',1451.0,7
1177,274,b'111',b'00002',1115,1700752867.7099202,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',6975.0,7
1178,307,b'111',b'00009',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',636.0,7
1179,308,b'111',b'00005',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',5386.0,7
1180,309,b'111',b'00007',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1171.0,7
1181,310,b'111',b'00003',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',349.0,7
1182,311,b'111',b'00006',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',508.0,7
1183,312,b'111',b'00011',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',6144.0,7
1184,313,b'111',b'00004',1112,1700752895.9758434,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',543.0,7
1185,326,b'111',b'00002',1115,1700752896.0568876,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',6927.0,7
1186,327,b'111',b'00001',1115,1700752896.0568876,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',1389.0,7
1187,328,b'111',b'00012',1115,1700752896.0568876,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',3410.0,7
1188,329,b'111',b'00010',1115,1700752896.0568876,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xa6\xf0',9147.0,7
1189,362,b'111',b'00009',1112,1700752924.3199894,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',738.0,7
1190,363,b'111',b'00004',1112,1700752924.3199894,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',518.0,7
1191,364,b'111',b'00005',1112,1700752924.3199894,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',4540.0,7
1192,365,b'111',b'00007',1112,1700752924.3199894,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xa6\xf0',1568.0,7
