,Original index,pm-Containers.drbqci,pm-Containers.pDCPBytesDL,pm-Containers.pDCPBytesUL,pm-Containers.pLMN-Identity,pm-Containers.interface-type,list-of-matched-UEs.ueId,timestamp,Test ID
331,586,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746709.1487894,3
332,587,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746709.1487894,3
333,588,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746709.1626685,3
334,589,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746709.1626685,3
335,590,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746709.1626685,3
336,591,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746709.1626685,3
337,592,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746709.1626685,3
338,593,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746709.1626685,3
339,594,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746709.1732953,3
340,595,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746709.1732953,3
341,596,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746709.1732953,3
342,597,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746709.1834755,3
343,648,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746737.568231,3
344,649,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746737.568231,3
345,650,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746737.568231,3
346,651,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746737.568231,3
347,652,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746737.5822186,3
348,653,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746737.5822186,3
349,654,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746737.5822186,3
350,655,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746737.5822186,3
351,656,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746737.5822186,3
352,657,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746737.5935967,3
353,658,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746737.5935967,3
354,659,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746737.5935967,3
355,660,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746737.6046364,3
356,713,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746761.9871523,3
357,714,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746761.9871523,3
358,715,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746761.9871523,3
359,716,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746761.9871523,3
360,717,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746761.9871523,3
361,718,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746762.0007548,3
362,719,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746762.0007548,3
363,720,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746762.0007548,3
364,721,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746762.0007548,3
365,722,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746762.0007548,3
366,723,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746762.0240383,3
367,768,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746790.4082096,3
368,769,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746790.4082096,3
369,770,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746790.4082096,3
370,771,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746790.4237905,3
371,772,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746790.4237905,3
372,773,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746790.4237905,3
373,774,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746790.4237905,3
374,775,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746790.4237905,3
375,776,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746790.4237905,3
376,777,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746790.4360473,3
377,778,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746790.4481075,3
378,823,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746818.852294,3
379,824,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746818.852294,3
380,825,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746818.852294,3
381,826,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746818.8671978,3
382,827,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746818.8671978,3
383,828,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746818.8671978,3
384,829,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746818.8671978,3
385,830,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746818.8671978,3
386,831,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746818.8671978,3
387,832,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746818.8794737,3
388,833,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746818.8794737,3
389,834,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746818.8921766,3
390,883,0.0,0.0,0.0,b'111',x2-u,b'00008',1700746847.3170965,3
391,884,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746847.3170965,3
392,885,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746847.3170965,3
393,886,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746847.3170965,3
394,887,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746847.3313866,3
395,888,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746847.3313866,3
396,889,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746847.3313866,3
397,890,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746847.3313866,3
398,891,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746847.3313866,3
399,892,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746847.3454835,3
400,893,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746847.3454835,3
401,894,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746847.3588505,3
402,943,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746875.7656822,3
403,944,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746875.7656822,3
404,945,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746875.7656822,3
405,946,0.0,0.0,0.0,b'111',x2-u,b'00008',1700746875.7656822,3
406,947,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746875.7799451,3
407,948,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746875.7799451,3
408,949,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746875.7799451,3
409,950,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746875.7799451,3
410,951,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746875.7799451,3
411,952,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746875.793255,3
412,953,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746875.793255,3
413,954,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746875.8063548,3
414,1003,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746904.2570071,3
415,1004,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746904.2570071,3
416,1005,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746904.2570071,3
417,1006,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746904.2570071,3
418,1007,0.0,0.0,0.0,b'111',x2-u,b'00008',1700746904.2570071,3
419,1008,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746904.2727475,3
420,1009,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746904.2727475,3
421,1010,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746904.2727475,3
422,1011,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746904.2727475,3
423,1012,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746904.2727475,3
424,1013,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746904.2874515,3
425,1014,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746904.2874515,3
426,1015,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746904.3010125,3
427,1068,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746932.76091,3
428,1069,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746932.76091,3
429,1070,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746932.76091,3
430,1071,0.0,0.0,0.0,b'111',x2-u,b'00008',1700746932.76091,3
431,1072,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746932.776928,3
432,1073,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746932.776928,3
433,1074,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746932.776928,3
434,1075,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746932.776928,3
435,1076,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746932.776928,3
436,1077,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746932.776928,3
437,1078,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746932.790554,3
438,1079,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746932.790554,3
439,1080,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746932.790554,3
440,1081,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746932.8036015,3
441,0,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745360.6885889,2
442,1,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745360.6885889,2
443,2,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745360.6885889,2
444,3,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745360.6885889,2
445,4,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745360.6885889,2
446,5,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745360.694887,2
447,6,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745360.694887,2
448,33,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745360.8623185,2
449,34,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745360.8623185,2
450,35,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745360.8623185,2
451,36,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745360.8623185,2
452,37,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745360.8623185,2
453,58,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745385.0317574,2
454,59,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745385.0317574,2
455,60,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745385.0317574,2
456,61,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745385.0317574,2
457,62,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745385.0317574,2
458,63,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745385.0408108,2
459,64,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745385.0408108,2
460,65,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745385.0408108,2
461,66,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745385.0408108,2
462,67,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745385.0408108,2
463,68,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745385.0408108,2
464,113,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745413.3364398,2
465,114,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745413.3364398,2
466,115,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745413.3364398,2
467,116,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745413.3364398,2
468,117,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745413.3459828,2
469,118,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745413.3459828,2
470,119,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745413.3459828,2
471,120,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745413.3459828,2
472,121,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745413.3459828,2
473,122,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745413.3459828,2
474,123,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745413.3459828,2
475,168,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745441.6590655,2
476,169,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745441.6590655,2
477,170,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745441.6590655,2
478,171,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745441.6590655,2
479,172,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745441.6687355,2
480,173,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745441.6687355,2
481,174,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745441.6687355,2
482,175,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745441.6687355,2
483,176,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745441.6687355,2
484,177,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745441.6687355,2
485,178,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745441.6687355,2
486,179,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745441.6687355,2
487,228,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745470.0029435,2
488,229,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745470.0029435,2
489,230,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745470.0029435,2
490,231,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745470.0137515,2
491,232,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745470.0137515,2
492,233,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745470.0137515,2
493,234,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745470.0137515,2
494,235,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745470.0137515,2
495,236,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745470.0137515,2
496,237,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745470.0137515,2
497,238,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745470.0137515,2
498,283,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745494.340891,2
499,284,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745494.340891,2
500,285,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745494.340891,2
501,286,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745494.340891,2
502,287,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745494.351436,2
503,288,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745494.351436,2
504,289,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745494.351436,2
505,290,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745494.351436,2
506,291,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745494.351436,2
507,292,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745494.351436,2
508,293,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745494.351436,2
509,294,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745494.351436,2
510,343,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745522.718125,2
511,344,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745522.7281227,2
512,345,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745522.7281227,2
513,346,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745522.7281227,2
514,347,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745522.7397933,2
515,348,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745522.7397933,2
516,349,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745522.7397933,2
517,350,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745522.7397933,2
518,351,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745522.7397933,2
519,352,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745522.7397933,2
520,353,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745522.7397933,2
521,354,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745522.7397933,2
522,403,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745551.100921,2
523,404,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745551.100921,2
524,405,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745551.100921,2
525,406,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745551.100921,2
526,407,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745551.1120908,2
527,408,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745551.1120908,2
528,409,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745551.1120908,2
529,410,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745551.1120908,2
530,411,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745551.1120908,2
531,412,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745551.1120908,2
532,413,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745551.1120908,2
533,414,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745551.1120908,2
534,463,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745575.4493806,2
535,464,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745575.4695635,2
536,465,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745575.4695635,2
537,466,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745575.4695635,2
538,467,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745575.4695635,2
539,468,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745575.4842975,2
540,469,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745575.4842975,2
541,470,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745575.4842975,2
542,471,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745575.4842975,2
543,472,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745575.4842975,2
544,473,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745575.4842975,2
545,474,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745575.4842975,2
546,475,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745575.4842975,2
547,528,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745603.882842,2
548,529,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745603.882842,2
549,530,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745603.8942273,2
550,531,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745603.8942273,2
551,532,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745603.9063046,2
552,533,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745603.9063046,2
553,534,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745603.9063046,2
554,535,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745603.9063046,2
555,536,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745603.9063046,2
556,537,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745603.9063046,2
557,538,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745603.9063046,2
558,583,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745628.2408402,2
559,584,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745628.2543294,2
560,585,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745628.2543294,2
561,586,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745628.2656617,2
562,587,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745628.2656617,2
563,588,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745628.2656617,2
564,589,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745628.277508,2
565,590,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745628.277508,2
566,591,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745628.277508,2
567,592,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745628.277508,2
568,593,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745628.277508,2
569,594,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745628.277508,2
570,643,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745656.6630356,2
571,644,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745656.6770482,2
572,645,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745656.6770482,2
573,646,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745656.6770482,2
574,647,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745656.689795,2
575,648,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745656.689795,2
576,649,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745656.689795,2
577,650,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745656.689795,2
578,651,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745656.7029655,2
579,652,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745656.7029655,2
580,653,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745656.7029655,2
581,654,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745656.7029655,2
582,655,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745656.7029655,2
583,708,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745681.0966322,2
584,709,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745681.1216142,2
585,710,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745681.1216142,2
586,711,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745681.1216142,2
587,712,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745681.1216142,2
588,713,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745681.1216142,2
589,714,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745681.1337044,2
590,715,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745681.1337044,2
591,716,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745681.1337044,2
592,717,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745681.1337044,2
593,718,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745681.1337044,2
594,763,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745709.5130908,2
595,764,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745709.526822,2
596,765,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745709.5398462,2
597,766,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745709.5398462,2
598,767,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745709.5398462,2
599,772,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745709.589445,2
600,773,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745709.589445,2
601,774,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745709.589445,2
602,775,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745709.589445,2
603,776,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745709.589445,2
604,777,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745709.589445,2
605,818,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745737.9401436,2
606,819,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745737.9540513,2
607,820,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745737.9540513,2
608,821,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745737.9674544,2
609,822,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745737.9674544,2
610,823,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745737.9674544,2
611,824,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745737.9812791,2
612,825,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745737.9812791,2
613,826,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745737.9812791,2
614,827,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745737.9812791,2
615,828,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745737.9812791,2
616,829,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745737.9812791,2
617,878,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745770.439249,2
618,879,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745770.454656,2
619,880,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745770.454656,2
620,881,0.0,0.0,0.0,b'111',x2-u,b'00008',1700745770.4685922,2
621,882,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745770.4685922,2
622,883,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745770.4685922,2
623,884,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745770.4685922,2
624,885,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745770.482578,2
625,886,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745770.482578,2
626,887,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745770.482578,2
627,888,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745770.482578,2
628,889,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745770.482578,2
629,938,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745798.9078188,2
630,939,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745798.92294,2
631,940,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745798.92294,2
632,941,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745798.9370873,2
633,942,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745798.9370873,2
634,943,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745798.9370873,2
635,944,0.0,0.0,0.0,b'111',x2-u,b'00008',1700745798.9370873,2
636,945,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745798.9512303,2
637,946,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745798.9512303,2
638,947,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745798.9512303,2
639,948,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745798.9512303,2
640,949,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745798.9512303,2
641,998,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745827.385103,2
642,999,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745827.4006238,2
643,1000,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745827.4006238,2
644,1001,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745827.4147449,2
645,1002,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745827.4147449,2
646,1003,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745827.4147449,2
647,1004,0.0,0.0,0.0,b'111',x2-u,b'00008',1700745827.4147449,2
648,1005,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745827.4147449,2
649,1006,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745827.4288983,2
650,1007,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745827.4288983,2
651,1008,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745827.4288983,2
652,1009,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745827.4288983,2
653,1010,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745827.4288983,2
654,1063,0.0,0.0,0.0,b'111',x2-u,b'00007',1700745855.8851209,2
655,1064,0.0,0.0,0.0,b'111',x2-u,b'00001',1700745855.9017797,2
656,1065,0.0,0.0,0.0,b'111',x2-u,b'00005',1700745855.9017797,2
657,1066,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745855.916561,2
658,1067,0.0,0.0,0.0,b'111',x2-u,b'00008',1700745855.916561,2
659,1068,0.0,0.0,0.0,b'111',x2-u,b'00010',1700745855.916561,2
660,1069,0.0,0.0,0.0,b'111',x2-u,b'00002',1700745855.916561,2
661,1070,0.0,0.0,0.0,b'111',x2-u,b'00004',1700745855.9312534,2
662,1071,0.0,0.0,0.0,b'111',x2-u,b'00009',1700745855.9312534,2
663,1072,0.0,0.0,0.0,b'111',x2-u,b'00011',1700745855.9312534,2
664,1073,0.0,0.0,0.0,b'111',x2-u,b'00012',1700745855.9312534,2
665,1074,0.0,0.0,0.0,b'111',x2-u,b'00006',1700745855.9312534,2
666,1075,0.0,0.0,0.0,b'111',x2-u,b'00003',1700745855.9312534,2
667,0,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816010.389888,10
668,1,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816010.389888,10
669,10,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816010.431956,10
