,Original index,pm-Containers.drbqci,pm-Containers.pDCPBytesDL,pm-Containers.pDCPBytesUL,pm-Containers.pLMN-Identity,pm-Containers.interface-type,list-of-matched-UEs.ueId,timestamp,Test ID
670,11,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816010.431956,10
671,12,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816010.431956,10
672,13,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816010.431956,10
673,14,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816010.431956,10
674,35,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816010.5274472,10
675,36,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816010.5274472,10
676,37,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816010.5274472,10
677,38,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816010.5274472,10
678,39,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816010.5274472,10
679,60,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816034.6883702,10
680,61,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816034.6883702,10
681,62,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816034.6883702,10
682,63,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816034.6883702,10
683,64,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816034.6883702,10
684,65,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816034.696938,10
685,66,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816034.696938,10
686,67,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816034.696938,10
687,68,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816034.696938,10
688,69,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816034.696938,10
689,70,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816034.696938,10
690,115,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816062.9965036,10
691,116,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816062.9965036,10
692,117,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816062.9965036,10
693,118,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816062.9965036,10
694,119,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816063.005619,10
695,120,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816063.005619,10
696,121,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816063.005619,10
697,122,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816063.005619,10
698,123,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816063.005619,10
699,124,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816063.005619,10
700,125,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816063.005619,10
701,170,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816091.305069,10
702,171,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816091.305069,10
703,172,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816091.305069,10
704,173,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816091.305069,10
705,174,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816091.3149374,10
706,175,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816091.3149374,10
707,176,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816091.3149374,10
708,177,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816091.3149374,10
709,178,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816091.3149374,10
710,179,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816091.3149374,10
711,180,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816091.3149374,10
712,181,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816091.3149374,10
713,230,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816119.6522937,10
714,231,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816119.6522937,10
715,232,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816119.6522937,10
716,233,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816119.6625416,10
717,234,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816119.6625416,10
718,235,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816119.6625416,10
719,236,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816119.6625416,10
720,237,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816119.6625416,10
721,238,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816119.6625416,10
722,239,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816119.6625416,10
723,240,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816119.6625416,10
724,285,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816147.987484,10
725,286,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816147.987484,10
726,287,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816147.987484,10
727,288,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816147.987484,10
728,289,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816147.9986122,10
729,290,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816147.9986122,10
730,291,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816147.9986122,10
731,292,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816147.9986122,10
732,293,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816147.9986122,10
733,294,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816147.9986122,10
734,295,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816147.9986122,10
735,296,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816147.9986122,10
736,345,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816176.3768208,10
737,346,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816176.3894782,10
738,347,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816176.3894782,10
739,348,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816176.3894782,10
740,349,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816176.4015052,10
741,350,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816176.4015052,10
742,351,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816176.4015052,10
743,352,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816176.4015052,10
744,353,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816176.4015052,10
745,354,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816176.4015052,10
746,355,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816176.4015052,10
747,356,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816176.4015052,10
748,405,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816204.78662,10
749,406,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816204.78662,10
750,407,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816204.78662,10
751,408,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816204.78662,10
752,409,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816204.798188,10
753,410,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816204.798188,10
754,411,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816204.798188,10
755,412,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816204.798188,10
756,413,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816204.798188,10
757,414,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816204.798188,10
758,415,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816204.798188,10
759,416,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816204.798188,10
760,465,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816233.1677015,10
761,466,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816233.1793044,10
762,467,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816233.1793044,10
763,468,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816233.1793044,10
764,469,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816233.1793044,10
765,470,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816233.191342,10
766,471,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816233.191342,10
767,472,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816233.191342,10
768,473,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816233.191342,10
769,474,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816233.191342,10
770,475,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816233.191342,10
771,476,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816233.191342,10
772,477,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816233.191342,10
773,530,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816261.586591,10
774,531,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816261.586591,10
775,532,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816261.597542,10
776,533,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816261.597542,10
777,534,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816261.6096303,10
778,535,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816261.6096303,10
779,536,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816261.6096303,10
780,537,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816261.6096303,10
781,538,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816261.6096303,10
782,539,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816261.6096303,10
783,540,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816261.6096303,10
784,585,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816285.9538224,10
785,586,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816285.9671333,10
786,587,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816285.9671333,10
787,588,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816285.9671333,10
788,589,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816285.9787197,10
789,590,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816285.9787197,10
790,591,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816285.9787197,10
791,592,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816285.9906511,10
792,593,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816285.9906511,10
793,594,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816285.9906511,10
794,595,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816285.9906511,10
795,596,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816285.9906511,10
796,597,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816285.9906511,10
797,650,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816314.3876429,10
798,651,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816314.4021325,10
799,652,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816314.4021325,10
800,653,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816314.4021325,10
801,654,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816314.415253,10
802,655,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816314.415253,10
803,656,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816314.415253,10
804,657,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816314.415253,10
805,658,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816314.4283009,10
806,659,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816314.4283009,10
807,660,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816314.4283009,10
808,661,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816314.4283009,10
809,662,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816314.4283009,10
810,715,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816338.817428,10
811,716,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816338.8443244,10
812,717,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816338.8443244,10
813,718,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816338.8443244,10
814,719,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816338.8443244,10
815,720,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816338.8443244,10
816,721,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816338.8570974,10
817,722,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816338.8570974,10
818,723,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816338.8570974,10
819,724,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816338.8570974,10
820,725,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816338.8570974,10
821,770,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816367.2512147,10
822,771,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816367.2669964,10
823,772,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816367.2801778,10
824,773,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816367.2801778,10
825,774,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816367.2801778,10
826,775,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816367.2941067,10
827,776,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816367.2941067,10
828,777,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816367.2941067,10
829,778,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816367.2941067,10
830,779,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816367.2941067,10
831,780,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816367.2941067,10
832,825,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816395.6963606,10
833,826,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816395.7114277,10
834,827,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816395.7114277,10
835,828,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816395.7246976,10
836,829,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816395.7246976,10
837,830,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816395.7246976,10
838,831,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816395.7389808,10
839,832,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816395.7389808,10
840,833,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816395.7389808,10
841,834,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816395.7389808,10
842,835,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816395.7389808,10
843,836,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816395.7389808,10
844,885,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816424.1548324,10
845,886,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816424.17094,10
846,887,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816424.17094,10
847,888,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816424.1846611,10
848,889,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816424.1846611,10
849,890,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816424.1846611,10
850,891,0.0,0.0,0.0,b'111',x2-u,b'00008',1700816424.1846611,10
851,892,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816424.1985276,10
852,893,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816424.1985276,10
853,894,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816424.1985276,10
854,895,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816424.1985276,10
855,896,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816424.1985276,10
856,945,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816456.6671247,10
857,946,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816456.6817567,10
858,947,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816456.6817567,10
859,948,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816456.695327,10
860,949,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816456.695327,10
861,950,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816456.695327,10
862,951,0.0,0.0,0.0,b'111',x2-u,b'00008',1700816456.695327,10
863,952,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816456.7093947,10
864,953,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816456.7093947,10
865,954,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816456.7093947,10
866,955,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816456.7093947,10
867,956,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816456.7093947,10
868,1005,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816485.1765149,10
869,1006,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816485.193255,10
870,1007,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816485.193255,10
871,1008,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816485.2105925,10
872,1009,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816485.2105925,10
873,1010,0.0,0.0,0.0,b'111',x2-u,b'00008',1700816485.2105925,10
874,1011,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816485.2105925,10
875,1012,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816485.2105925,10
876,1013,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816485.2347455,10
877,1014,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816485.2347455,10
878,1015,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816485.2347455,10
879,1016,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816485.2347455,10
880,1017,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816485.2347455,10
881,1070,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816513.708226,10
882,1071,0.0,0.0,0.0,b'111',x2-u,b'00001',1700816513.7250836,10
883,1072,0.0,0.0,0.0,b'111',x2-u,b'00007',1700816513.7250836,10
884,1073,0.0,0.0,0.0,b'111',x2-u,b'00005',1700816513.7250836,10
885,1074,0.0,0.0,0.0,b'111',x2-u,b'00002',1700816513.7402036,10
886,1075,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816513.7402036,10
887,1076,0.0,0.0,0.0,b'111',x2-u,b'00008',1700816513.7402036,10
888,1077,0.0,0.0,0.0,b'111',x2-u,b'00010',1700816513.7402036,10
889,1078,0.0,0.0,0.0,b'111',x2-u,b'00009',1700816513.7559073,10
890,1079,0.0,0.0,0.0,b'111',x2-u,b'00011',1700816513.7559073,10
891,1080,0.0,0.0,0.0,b'111',x2-u,b'00003',1700816513.7559073,10
892,1081,0.0,0.0,0.0,b'111',x2-u,b'00012',1700816513.7559073,10
893,1082,0.0,0.0,0.0,b'111',x2-u,b'00004',1700816513.7559073,10
894,1083,0.0,0.0,0.0,b'111',x2-u,b'00006',1700816513.7559073,10
895,0,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749201.997591,5
896,1,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749201.997591,5
897,10,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749202.0597224,5
898,11,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749202.0597224,5
899,12,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749202.0597224,5
900,13,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749202.0597224,5
901,14,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749202.0597224,5
902,35,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749202.135326,5
903,36,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749202.135326,5
904,37,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749202.135326,5
905,38,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749202.135326,5
906,39,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749202.135326,5
907,60,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749226.294428,5
908,61,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749226.294428,5
909,62,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749226.294428,5
910,63,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749226.294428,5
911,64,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749226.294428,5
912,65,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749226.3198366,5
913,66,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749226.3198366,5
914,67,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749226.3198366,5
915,68,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749226.3198366,5
916,69,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749226.3198366,5
917,70,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749226.3198366,5
918,115,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749254.593313,5
919,116,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749254.593313,5
920,117,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749254.593313,5
921,118,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749254.593313,5
922,119,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749254.6202865,5
923,120,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749254.6202865,5
924,121,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749254.6202865,5
925,122,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749254.6202865,5
926,123,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749254.6202865,5
927,124,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749254.6202865,5
928,125,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749254.6202865,5
929,170,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749278.8888526,5
930,171,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749278.8888526,5
931,172,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749278.8888526,5
932,173,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749278.8888526,5
933,174,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749278.9151962,5
934,175,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749278.9151962,5
935,176,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749278.9151962,5
936,177,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749278.9151962,5
937,178,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749278.9151962,5
938,179,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749278.9151962,5
939,180,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749278.9151962,5
940,181,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749278.9151962,5
941,230,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749307.2266212,5
942,231,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749307.2266212,5
943,232,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749307.2266212,5
944,233,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749307.2539203,5
945,234,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749307.2539203,5
946,235,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749307.2539203,5
947,236,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749307.2539203,5
948,237,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749307.2539203,5
949,238,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749307.2539203,5
950,239,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749307.2539203,5
951,240,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749307.2539203,5
952,285,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749335.560929,5
953,286,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749335.560929,5
954,287,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749335.560929,5
955,288,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749335.560929,5
956,289,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749335.591157,5
957,290,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749335.591157,5
958,291,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749335.591157,5
959,292,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749335.591157,5
960,293,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749335.591157,5
961,294,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749335.591157,5
962,295,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749335.591157,5
963,296,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749335.591157,5
964,345,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749363.9208026,5
965,346,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749363.9208026,5
966,347,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749363.9208026,5
967,348,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749363.9315674,5
968,349,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749363.9519663,5
969,350,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749363.9519663,5
970,351,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749363.9519663,5
971,352,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749363.9519663,5
972,353,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749363.9519663,5
973,354,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749363.9519663,5
974,355,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749363.9519663,5
975,356,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749363.9519663,5
976,405,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749392.3163736,5
977,406,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749392.3163736,5
978,407,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749392.3163736,5
979,408,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749392.3163736,5
980,409,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749392.3484716,5
981,410,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749392.3484716,5
982,411,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749392.3484716,5
983,412,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749392.3484716,5
984,413,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749392.3484716,5
985,414,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749392.3484716,5
986,415,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749392.3484716,5
987,416,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749392.3484716,5
988,465,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749416.680607,5
989,466,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749416.680607,5
990,467,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749416.680607,5
991,468,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749416.680607,5
992,469,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749416.692096,5
993,470,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749416.7141082,5
994,471,0.0,0.0,0.0,b'111',x2-u,b'00009',1700749416.7141082,5
995,472,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749416.7141082,5
996,473,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749416.7141082,5
997,474,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749416.7141082,5
998,475,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749416.7141082,5
999,476,0.0,0.0,0.0,b'111',x2-u,b'00010',1700749416.7141082,5
1000,477,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749416.7141082,5
1001,530,0.0,0.0,0.0,b'111',x2-u,b'00004',1700749445.0824616,5
1002,531,0.0,0.0,0.0,b'111',x2-u,b'00002',1700749445.0824616,5
1003,532,0.0,0.0,0.0,b'111',x2-u,b'00001',1700749445.0951056,5
1004,533,0.0,0.0,0.0,b'111',x2-u,b'00005',1700749445.0951056,5
1005,534,0.0,0.0,0.0,b'111',x2-u,b'00003',1700749445.117226,5
1006,535,0.0,0.0,0.0,b'111',x2-u,b'00012',1700749445.117226,5
1007,536,0.0,0.0,0.0,b'111',x2-u,b'00011',1700749445.117226,5
1008,537,0.0,0.0,0.0,b'111',x2-u,b'00006',1700749445.117226,5
1009,538,0.0,0.0,0.0,b'111',x2-u,b'00007',1700749445.117226,5
