,Original index,list-of-matched-UEs.ueId,cellObjectID,timestamp,pm-Containers.numberOfActive-UEs,list-of-matched-UEs.rrcEvent,list-of-matched-UEs.pmType,list-of-matched-UEs.measResultNeighCells.resultsSSB-Cell.sinr,list-of-matched-UEs.measResultNeighCells.physCellId,Test ID
1269,1050,b'00009',NRCellCU,1700746904.4388957,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,5.0,3
1270,1056,b'00001',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,3
1271,1057,b'00001',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,2.0,3
1272,1058,b'00001',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,4.0,3
1273,1059,b'00003',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,2.0,3
1274,1060,b'00003',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,3
1275,1061,b'00003',NRCellCU,1700746904.4920688,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,3
1276,1064,b'00007',NRCellCU,1700746904.5314758,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,3
1277,1065,b'00007',NRCellCU,1700746904.5314758,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1278,1066,b'00007',NRCellCU,1700746904.5314758,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1279,1082,b'00002',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,3
1280,1083,b'00002',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,2.0,3
1281,1084,b'00002',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,4.0,3
1282,1085,b'00008',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,3
1283,1086,b'00008',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,3.0,3
1284,1087,b'00008',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,2.0,3
1285,1088,b'00004',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,2.0,3
1286,1089,b'00004',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1287,1090,b'00004',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1288,1091,b'00010',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,4.0,3
1289,1092,b'00010',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,3
1290,1093,b'00010',NRCellCU,1700746932.8507423,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,3.0,3
1291,1098,b'00004',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,5.0,3
1292,1099,b'00004',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1293,1100,b'00004',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1294,1101,b'00009',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,3
1295,1102,b'00009',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,5.0,3
1296,1103,b'00009',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,3
1297,1104,b'00012',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,3
1298,1105,b'00012',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,3
1299,1106,b'00012',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,5.0,3
1300,1107,b'00011',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,3
1301,1108,b'00011',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,3.0,3
1302,1109,b'00011',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,3
1303,1110,b'00003',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,3
1304,1111,b'00003',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,3
1305,1112,b'00003',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,3
1306,1113,b'00006',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,3
1307,1114,b'00006',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1308,1115,b'00006',NRCellCU,1700746932.9338086,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1309,1122,b'00007',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,,,3
1310,1123,b'00001',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,3
1311,1124,b'00001',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,5.0,3
1312,1125,b'00001',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,3
1313,1126,b'00005',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,76.0,2.0,3
1314,1127,b'00005',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,3
1315,1128,b'00005',NRCellCU,1700746932.9905534,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1316,1132,b'00007',NRCellCU,1700746933.0316775,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,3.0,3
1317,1133,b'00007',NRCellCU,1700746933.0316775,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,2.0,3
1318,1134,b'00007',NRCellCU,1700746933.0316775,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1319,7,b'00001',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,2
1320,8,b'00001',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,2.0,2
1321,9,b'00001',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,2
1322,10,b'00002',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,2
1323,11,b'00002',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,2
1324,12,b'00002',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,2
1325,13,b'00010',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,2
1326,14,b'00010',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,2.0,2
1327,15,b'00010',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1328,16,b'00012',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,2.0,2
1329,17,b'00012',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,2
1330,18,b'00012',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1331,19,b'00003',NRCellCU,1700745360.7634351,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,,,2
1332,20,b'00003',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,5.0,2
1333,21,b'00003',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,2
1334,22,b'00003',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1335,23,b'00005',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,2.0,2
1336,24,b'00005',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,2
1337,25,b'00005',NRCellCU,1700745360.8050663,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1338,38,b'00004',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,54.0,5.0,2
1339,39,b'00004',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1340,40,b'00004',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1341,41,b'00006',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,2
1342,42,b'00006',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1343,43,b'00006',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1344,44,b'00007',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,2
1345,45,b'00007',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1346,46,b'00007',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1347,47,b'00009',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,2
1348,48,b'00009',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,2
1349,49,b'00009',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1350,50,b'00011',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,2
1351,51,b'00011',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,2
1352,52,b'00011',NRCellCU,1700745360.9157252,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1353,69,b'00001',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,2
1354,70,b'00001',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,2
1355,71,b'00001',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,2
1356,72,b'00003',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,2
1357,73,b'00003',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,3.0,2
1358,74,b'00003',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1359,75,b'00012',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,2
1360,76,b'00012',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,2
1361,77,b'00012',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1362,78,b'00010',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,2
1363,79,b'00010',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,2.0,2
1364,80,b'00010',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1365,81,b'00002',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,2
1366,82,b'00002',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,2
1367,83,b'00002',NRCellCU,1700745385.1253135,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,2
1368,89,b'00009',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,2
1369,90,b'00009',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,2
1370,91,b'00009',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1371,92,b'00011',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,2
1372,93,b'00011',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,3.0,2
1373,94,b'00011',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1374,95,b'00005',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,2
1375,96,b'00005',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,2
1376,97,b'00005',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1377,98,b'00006',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,2
1378,99,b'00006',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1379,100,b'00006',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1380,101,b'00004',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,54.0,5.0,2
1381,102,b'00004',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1382,103,b'00004',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1383,104,b'00007',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,2
1384,105,b'00007',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1385,106,b'00007',NRCellCU,1700745385.201864,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1386,124,b'00010',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,2
1387,125,b'00010',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,2
1388,126,b'00010',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1389,127,b'00002',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,2
1390,128,b'00002',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,2
1391,129,b'00002',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1392,130,b'00003',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,2
1393,131,b'00003',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,2
1394,132,b'00003',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,2
1395,133,b'00001',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,2
1396,134,b'00001',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,2.0,2
1397,135,b'00001',NRCellCU,1700745413.4215417,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,2
1398,140,b'00004',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,50.0,5.0,2
1399,141,b'00004',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,2
1400,142,b'00004',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1401,143,b'00007',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,66.0,4.0,2
1402,144,b'00007',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1403,145,b'00007',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1404,146,b'00011',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,2
1405,147,b'00011',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,2
1406,148,b'00011',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,2
1407,149,b'00009',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,4.0,2
1408,150,b'00009',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,2
1409,151,b'00009',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1410,152,b'00012',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,2
1411,153,b'00012',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,2
1412,154,b'00012',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1413,155,b'00005',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,2
1414,156,b'00005',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,5.0,2
1415,157,b'00005',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1416,158,b'00006',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,2
1417,159,b'00006',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1418,160,b'00006',NRCellCU,1700745413.5143442,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1419,180,b'00002',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,2
1420,181,b'00002',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,2
1421,182,b'00002',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,2
1422,183,b'00001',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,2
1423,184,b'00001',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,2.0,2
1424,185,b'00001',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,2
1425,186,b'00010',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,4.0,2
1426,187,b'00010',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,2.0,2
1427,188,b'00010',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1428,189,b'00003',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,2.0,2
1429,190,b'00003',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,2
1430,191,b'00003',NRCellCU,1700745441.7444775,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,2
1431,196,b'00007',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,4.0,2
1432,197,b'00007',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1433,198,b'00007',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1434,199,b'00009',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,4.0,2
1435,200,b'00009',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,3.0,2
1436,201,b'00009',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,2
1437,202,b'00006',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,2
1438,203,b'00006',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1439,204,b'00006',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1440,205,b'00012',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,5.0,2
1441,206,b'00012',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,2
1442,207,b'00012',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1443,208,b'00011',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,2
1444,209,b'00011',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,2
1445,210,b'00011',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,2
1446,211,b'00005',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,2
1447,212,b'00005',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,2
1448,213,b'00005',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1449,214,b'00003',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,2
1450,215,b'00003',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,2
1451,216,b'00003',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1452,217,b'00004',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,57.0,5.0,2
1453,218,b'00004',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1454,219,b'00004',NRCellCU,1700745441.836998,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1455,239,b'00001',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,2
1456,240,b'00001',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,2
1457,241,b'00001',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,2
1458,242,b'00010',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,2
1459,243,b'00010',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,2.0,2
1460,244,b'00010',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1461,245,b'00002',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,2
1462,246,b'00002',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,2
1463,247,b'00002',NRCellCU,1700745470.0862784,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,2
1464,251,b'00005',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,2
1465,252,b'00005',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,2
1466,253,b'00005',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1467,254,b'00012',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,5.0,2
1468,255,b'00012',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,2
1469,256,b'00012',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1470,257,b'00004',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,2
1471,258,b'00004',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
1472,259,b'00004',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,2
1473,260,b'00003',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,2
1474,261,b'00003',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,2
1475,262,b'00003',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,2
1476,263,b'00006',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,2
1477,264,b'00006',NRCellCU,1700745470.1829972,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,2
