,PLMN ID,UE ID,Cell object ID,Timestamp,UE Performance Measurement type,QCI,DL PRB usage,UL PRB usage,DL total available PRBs,UL total available PRBs,NRCI,UE Performance Measurement value,Test ID
51,b'111',b'00003',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',356.0,1
52,b'111',b'00009',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',674.0,1
53,b'111',b'00012',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',2815.0,1
54,b'111',b'00005',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',5704.0,1
55,b'111',b'00007',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1159.0,1
56,b'111',b'00011',1112,105.38292169570923,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',4209.0,1
57,b'111',b'00001',1115,133.64389085769653,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1386.0,1
58,b'111',b'00012',1115,133.64389085769653,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',3410.0,1
59,b'111',b'00010',1115,133.64389085769653,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',9147.0,1
60,b'111',b'00002',1115,133.64389085769653,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',6953.0,1
61,b'111',b'00007',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1197.0,1
62,b'111',b'00012',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3410.0,1
63,b'111',b'00004',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',542.0,1
64,b'111',b'00003',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',351.0,1
65,b'111',b'00006',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',505.0,1
66,b'111',b'00011',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',6302.0,1
67,b'111',b'00009',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',638.0,1
68,b'111',b'00005',1112,133.74369835853577,DRB.UEThpDl.UEID,-1.0,80.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',5386.0,1
69,b'111',b'00012',1113,161.97854161262512,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',3410.0,1
70,b'111',b'00002',1115,162.02700281143188,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',7099.0,1
71,b'111',b'00001',1115,162.02700281143188,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1360.0,1
72,b'111',b'00010',1115,162.02700281143188,DRB.UEThpDl.UEID,-1.0,82.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',8876.0,1
73,b'111',b'00012',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3410.0,1
74,b'111',b'00009',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',748.0,1
75,b'111',b'00007',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1619.0,1
76,b'111',b'00003',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',341.0,1
77,b'111',b'00011',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',7008.0,1
78,b'111',b'00006',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',466.0,1
79,b'111',b'00004',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',524.0,1
80,b'111',b'00005',1112,162.12418675422668,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',4526.0,1
81,b'111',b'00001',1115,186.36271953582764,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1400.0,1
82,b'111',b'00010',1115,186.36271953582764,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',6031.0,1
83,b'111',b'00003',1115,186.36271953582764,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',338.0,1
84,b'111',b'00002',1115,186.36271953582764,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',7212.0,1
85,b'111',b'00007',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',2832.0,1
86,b'111',b'00006',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',454.0,1
87,b'111',b'00004',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',555.0,1
88,b'111',b'00001',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1400.0,1
89,b'111',b'00009',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',848.0,1
90,b'111',b'00012',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3722.0,1
91,b'111',b'00011',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',7884.0,1
92,b'111',b'00005',1112,186.48204374313354,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',4066.0,1
93,b'111',b'00005',1113,214.73713517189026,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',4045.0,1
94,b'111',b'00002',1115,214.80428647994995,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',7322.0,1
95,b'111',b'00003',1115,214.80428647994995,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',862.0,1
96,b'111',b'00010',1115,214.80428647994995,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',5626.0,1
97,b'111',b'00001',1115,214.80428647994995,DRB.UEThpDl.UEID,-1.0,71.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1922.0,1
98,b'111',b'00011',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',8270.0,1
99,b'111',b'00006',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',492.0,1
100,b'111',b'00010',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',5626.0,1
101,b'111',b'00009',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',962.0,1
102,b'111',b'00007',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3175.0,1
103,b'111',b'00004',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',546.0,1
104,b'111',b'00003',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',862.0,1
105,b'111',b'00012',1112,214.9072766304016,DRB.UEThpDl.UEID,-1.0,83.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3140.0,1
106,b'111',b'00004',1115,239.15862250328064,DRB.UEThpDl.UEID,-1.0,58.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1851.0,1
107,b'111',b'00002',1115,239.15862250328064,DRB.UEThpDl.UEID,-1.0,58.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',3890.0,1
108,b'111',b'00001',1113,239.21155333518982,DRB.UEThpDl.UEID,-1.0,6.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',931.0,1
109,b'111',b'00005',1113,239.21155333518982,DRB.UEThpDl.UEID,-1.0,6.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',0.0,1
110,b'111',b'00006',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
111,b'111',b'00010',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',5290.0,1
112,b'111',b'00009',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1807.0,1
113,b'111',b'00007',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
114,b'111',b'00012',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',347.0,1
115,b'111',b'00011',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
116,b'111',b'00003',1112,239.30962133407593,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',3595.0,1
117,b'111',b'00007',1114,267.5470805168152,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'64\x00\xb6\xf0',23752.0,1
118,b'111',b'00004',1115,267.5994610786438,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',2158.0,1
119,b'111',b'00002',1115,267.5994610786438,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',3461.0,1
120,b'111',b'00003',1115,267.5994610786438,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',4241.0,1
121,b'111',b'00005',1113,267.65447878837585,DRB.UEThpDl.UEID,-1.0,52.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',0.0,1
122,b'111',b'00010',1113,267.65447878837585,DRB.UEThpDl.UEID,-1.0,52.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',5290.0,1
123,b'111',b'00001',1113,267.65447878837585,DRB.UEThpDl.UEID,-1.0,52.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',1037.0,1
124,b'111',b'00003',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',4230.0,1
125,b'111',b'00011',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
126,b'111',b'00009',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1740.0,1
127,b'111',b'00006',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1411.0,1
128,b'111',b'00010',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',5290.0,1
129,b'111',b'00012',1112,267.7388815879822,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',544.0,1
130,b'111',b'00007',1114,291.9534833431244,DRB.UEThpDl.UEID,-1.0,65.0,0.0,139.0,139.0,b'64\x00\xb6\xf0',6315.0,1
131,b'111',b'00001',1113,292.0068118572235,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',768.0,1
132,b'111',b'00010',1113,292.0068118572235,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',2292.0,1
133,b'111',b'00005',1113,292.0068118572235,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',260.0,1
134,b'111',b'00004',1115,292.0696439743042,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1686.0,1
135,b'111',b'00010',1115,292.0696439743042,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',2292.0,1
136,b'111',b'00003',1115,292.0696439743042,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',3736.0,1
137,b'111',b'00002',1115,292.0696439743042,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',2662.0,1
138,b'111',b'00005',1112,292.1419241428375,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',247.0,1
139,b'111',b'00011',1112,292.1419241428375,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
140,b'111',b'00006',1112,292.1419241428375,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',919.0,1
141,b'111',b'00009',1112,292.1419241428375,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',2215.0,1
142,b'111',b'00012',1112,292.1419241428375,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',496.0,1
143,b'111',b'00007',1114,320.3942720890045,DRB.UEThpDl.UEID,-1.0,43.0,0.0,139.0,139.0,b'64\x00\xb6\xf0',5967.0,1
144,b'111',b'00010',1115,320.4934515953064,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1237.0,1
145,b'111',b'00002',1115,320.4934515953064,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',2103.0,1
146,b'111',b'00004',1115,320.4934515953064,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1448.0,1
147,b'111',b'00003',1115,320.4934515953064,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',3946.0,1
148,b'111',b'00001',1115,320.4934515953064,DRB.UEThpDl.UEID,-1.0,75.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',661.0,1
149,b'111',b'00005',1112,320.5690722465515,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',307.0,1
150,b'111',b'00006',1112,320.5690722465515,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',919.0,1
151,b'111',b'00011',1112,320.5690722465515,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
152,b'111',b'00009',1112,320.5690722465515,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',2122.0,1
153,b'111',b'00012',1112,320.5690722465515,DRB.UEThpDl.UEID,-1.0,61.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',592.0,1
154,b'111',b'00007',1114,348.8143882751465,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00\xb6\xf0',4126.0,1
155,b'111',b'00001',1113,348.8482949733734,DRB.UEThpDl.UEID,-1.0,0.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',632.0,1
156,b'111',b'00002',1115,348.9003076553345,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1805.0,1
157,b'111',b'00010',1115,348.9003076553345,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1111.0,1
158,b'111',b'00004',1115,348.9003076553345,DRB.UEThpDl.UEID,-1.0,77.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1412.0,1
159,b'111',b'00012',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',708.0,1
160,b'111',b'00006',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',742.0,1
161,b'111',b'00011',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
162,b'111',b'00009',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',1913.0,1
163,b'111',b'00003',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',4478.0,1
164,b'111',b'00005',1112,348.98460388183594,DRB.UEThpDl.UEID,-1.0,74.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',300.0,1
165,b'111',b'00007',1114,377.24812388420105,DRB.UEThpDl.UEID,-1.0,85.0,0.0,139.0,139.0,b'64\x00\xb6\xf0',3341.0,1
166,b'111',b'00003',1113,377.29530239105225,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',4773.0,1
167,b'111',b'00001',1113,377.29530239105225,DRB.UEThpDl.UEID,-1.0,63.0,0.0,139.0,139.0,b'48\x00\xb6\xf0',850.0,1
168,b'111',b'00004',1115,377.35159611701965,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1423.0,1
169,b'111',b'00010',1115,377.35159611701965,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',983.0,1
170,b'111',b'00002',1115,377.35159611701965,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'80\x00\xb6\xf0',1709.0,1
171,b'111',b'00011',1112,377.4496386051178,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',25125.0,1
172,b'111',b'00006',1112,377.4496386051178,DRB.UEThpDl.UEID,-1.0,84.0,0.0,139.0,139.0,b'32\x00\xb6\xf0',564.0,1
