,UE ID,Cell object ID,Timestamp,Number of active UEs,RRC Event,UE Performance Measurement type,Neighbor cells SINR,Neighbor cell physical cell ID,Test ID
0,b'00001',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,1
1,b'00001',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,1
2,b'00002',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,1
3,b'00002',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,1
4,b'00010',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,4.0,1
5,b'00002',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
6,b'00010',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,1
7,b'00010',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
8,b'00003',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,1
9,b'00012',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,1
10,b'00012',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,1
11,b'00003',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,1
12,b'00003',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
13,b'00001',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,1
14,b'00012',NRCellCU,0.0,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
15,b'00003',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,5.0,1
16,b'00005',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,1
17,b'00005',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,1
18,b'00005',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
19,b'00003',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
20,b'00003',NRCellCU,0.05553412437438965,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,1
21,b'00004',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
22,b'00004',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,54.0,5.0,1
23,b'00006',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
24,b'00007',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
25,b'00006',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
26,b'00007',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,1
27,b'00007',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
28,b'00009',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,1
29,b'00009',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,1
30,b'00004',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
31,b'00006',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,1
32,b'00011',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
33,b'00009',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
34,b'00011',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,1
35,b'00011',NRCellCU,0.14865732192993164,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,1
36,b'00010',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
37,b'00001',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,1
38,b'00002',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,1
39,b'00002',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,2.0,1
40,b'00002',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
41,b'00010',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,1
42,b'00010',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,1
43,b'00003',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,2.0,1
44,b'00003',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,1
45,b'00003',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
46,b'00012',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,1
47,b'00012',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,1
48,b'00012',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
49,b'00001',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,1
50,b'00001',NRCellCU,24.35901689529419,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,1
51,b'00011',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,5.0,1
52,b'00011',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
53,b'00005',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,1
54,b'00005',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,1
55,b'00007',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,1
56,b'00006',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
57,b'00006',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
58,b'00006',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,1
59,b'00007',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
60,b'00005',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
61,b'00009',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,1
62,b'00009',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,4.0,1
63,b'00004',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,54.0,5.0,1
64,b'00004',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
65,b'00007',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
66,b'00011',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,3.0,1
67,b'00004',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
68,b'00009',NRCellCU,24.435463428497314,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
69,b'00001',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
70,b'00001',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,1
71,b'00002',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,2.0,1
72,b'00002',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,1
73,b'00001',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,2.0,1
74,b'00002',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
75,b'00003',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,1
76,b'00003',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,1
77,b'00003',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,2.0,1
78,b'00010',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,1
79,b'00010',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
80,b'00010',NRCellCU,52.64465260505676,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,1
81,b'00007',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,67.0,4.0,1
82,b'00012',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
83,b'00005',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,1
84,b'00009',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
85,b'00009',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,1
86,b'00011',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,1
87,b'00009',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,4.0,1
88,b'00006',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,1
89,b'00006',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
90,b'00006',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
91,b'00004',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
92,b'00012',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,1
93,b'00012',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,1
94,b'00005',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,5.0,1
95,b'00011',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,1
96,b'00011',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,1
97,b'00007',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
98,b'00007',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
99,b'00004',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,1
100,b'00004',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,49.0,5.0,1
101,b'00005',NRCellCU,52.741220474243164,7.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
102,b'00003',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
103,b'00002',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,1
104,b'00002',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,1
105,b'00002',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,1
106,b'00003',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,1
107,b'00001',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,1
108,b'00001',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,2.0,1
109,b'00001',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,1
110,b'00010',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,4.0,1
111,b'00010',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,2.0,1
112,b'00010',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
113,b'00003',NRCellCU,80.96469163894653,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,49.0,2.0,1
114,b'00009',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,3.0,1
115,b'00009',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,1
116,b'00009',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
117,b'00012',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,5.0,1
118,b'00012',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,1
119,b'00012',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
120,b'00005',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,1
121,b'00005',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,5.0,1
122,b'00005',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
123,b'00003',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,1
124,b'00003',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,1
125,b'00003',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
126,b'00011',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,3.0,1
127,b'00011',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,1
128,b'00011',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,1
129,b'00006',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
130,b'00007',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,4.0,1
131,b'00006',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,1
132,b'00007',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
133,b'00007',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
134,b'00004',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
135,b'00004',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
136,b'00004',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,1
137,b'00006',NRCellCU,81.06513333320618,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
138,b'00010',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
139,b'00010',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,2.0,1
140,b'00010',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,4.0,1
141,b'00001',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,1
142,b'00001',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,1
143,b'00001',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,1
144,b'00002',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,1
145,b'00002',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,1
146,b'00002',NRCellCU,105.28800082206726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,2.0,1
147,b'00009',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,1
148,b'00004',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
149,b'00004',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
150,b'00006',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,1
151,b'00006',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
152,b'00006',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
153,b'00005',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,1
154,b'00005',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,1
155,b'00003',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
156,b'00009',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
157,b'00003',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,5.0,1
158,b'00003',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,1
159,b'00012',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,1
160,b'00012',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,5.0,1
161,b'00012',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
162,b'00005',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
163,b'00004',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,56.0,5.0,1
164,b'00007',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,4.0,1
165,b'00007',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
166,b'00007',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
167,b'00011',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,1
168,b'00011',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,1
169,b'00011',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,1
170,b'00009',NRCellCU,105.38448739051819,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,1
171,b'00002',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,1
172,b'00012',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,1
173,b'00012',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
174,b'00010',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,4.0,1
175,b'00010',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,1
176,b'00010',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
177,b'00002',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,1
178,b'00002',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,2.0,1
179,b'00001',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,1
180,b'00001',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,2.0,1
181,b'00001',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,1
182,b'00012',NRCellCU,133.64915347099304,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,1
183,b'00005',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,3.0,1
184,b'00005',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,5.0,1
185,b'00005',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
186,b'00007',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,4.0,1
187,b'00006',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
188,b'00012',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,1
189,b'00012',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,5.0,1
190,b'00012',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
191,b'00009',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,4.0,1
192,b'00009',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
193,b'00009',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,1
194,b'00006',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
195,b'00006',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,1
196,b'00003',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,1
197,b'00003',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,45.0,3.0,1
198,b'00003',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,47.0,5.0,1
199,b'00011',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,1
200,b'00011',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
201,b'00004',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,58.0,5.0,1
202,b'00004',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,1
203,b'00004',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
204,b'00007',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
205,b'00007',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,1
206,b'00011',NRCellCU,133.74436712265015,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,3.0,1
207,b'00012',NRCellCU,161.98618841171265,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
208,b'00012',NRCellCU,161.98618841171265,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,73.0,2.0,1
209,b'00012',NRCellCU,161.98618841171265,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,1
210,b'00002',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,1
211,b'00002',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,1
212,b'00002',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,1
213,b'00010',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,4.0,1
214,b'00010',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,1
215,b'00010',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
216,b'00001',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,71.0,2.0,1
217,b'00001',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,1
218,b'00001',NRCellCU,162.03262972831726,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,1
219,b'00012',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
220,b'00006',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
221,b'00006',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,1
222,b'00006',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,1
223,b'00004',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,58.0,5.0,1
224,b'00005',NRCellCU,162.12561321258545,8.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,1
