,UE ID,Cell object ID,Timestamp,Number of active UEs,RRC Event,UE Performance Measurement type,Neighbor cells SINR,Neighbor cell physical cell ID,Test ID
1036,b'00003',NRCellCU,1700746737.6501708,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1037,b'00003',NRCellCU,1700746737.6501708,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,3
1038,b'00010',NRCellCU,1700746737.6501708,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,3
1039,b'00009',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,3
1040,b'00009',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,5.0,3
1041,b'00009',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,3
1042,b'00006',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1043,b'00006',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,3
1044,b'00006',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,3
1045,b'00005',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1046,b'00005',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,3
1047,b'00011',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,3
1048,b'00012',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,3
1049,b'00012',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,3
1050,b'00012',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,4.0,3
1051,b'00011',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1052,b'00011',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,3
1053,b'00005',NRCellCU,1700746737.721249,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,3
1054,b'00005',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,3
1055,b'00001',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,3
1056,b'00001',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,2.0,3
1057,b'00001',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,5.0,3
1058,b'00010',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,19.0,4.0,3
1059,b'00005',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1060,b'00010',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,5.0,3
1061,b'00010',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,3
1062,b'00005',NRCellCU,1700746737.7777216,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,5.0,3
1063,b'00007',NRCellCU,1700746737.8138592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1064,b'00007',NRCellCU,1700746737.8138592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,2.0,3
1065,b'00007',NRCellCU,1700746737.8138592,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1066,b'00003',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,3
1067,b'00003',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,3
1068,b'00010',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,3.0,3
1069,b'00003',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,42.0,2.0,3
1070,b'00004',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1071,b'00001',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,2.0,3
1072,b'00002',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,4.0,3
1073,b'00002',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,3.0,3
1074,b'00004',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,50.0,2.0,3
1075,b'00004',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1076,b'00001',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1077,b'00010',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,2.0,3
1078,b'00010',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,4.0,3
1079,b'00002',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,3
1080,b'00001',NRCellCU,1700746762.07868,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,3
1081,b'00006',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,3
1082,b'00009',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,5.0,3
1083,b'00009',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,3
1084,b'00011',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,3
1085,b'00012',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,3
1086,b'00011',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1087,b'00005',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1088,b'00005',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,3
1089,b'00006',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1090,b'00009',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,3
1091,b'00006',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1092,b'00012',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,3
1093,b'00012',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,3
1094,b'00011',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,3
1095,b'00005',NRCellCU,1700746762.172178,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,3
1096,b'00007',NRCellCU,1700746762.20763,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,3
1097,b'00007',NRCellCU,1700746762.20763,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,3
1098,b'00007',NRCellCU,1700746762.20763,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1099,b'00002',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,5.0,4.0,3
1100,b'00002',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,2.0,3
1101,b'00010',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,4.0,3
1102,b'00010',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,3.0,3
1103,b'00010',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,3
1104,b'00002',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,3
1105,b'00004',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,2.0,3
1106,b'00004',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1107,b'00004',NRCellCU,1700746790.4884918,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1108,b'00005',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,3
1109,b'00006',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1110,b'00006',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,5.0,3
1111,b'00005',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,5.0,3
1112,b'00005',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1113,b'00012',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1114,b'00011',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1115,b'00009',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,3.0,3
1116,b'00009',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,18.0,5.0,3
1117,b'00012',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,5.0,3
1118,b'00012',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,32.0,3.0,3
1119,b'00006',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1120,b'00003',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,3
1121,b'00003',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,5.0,3
1122,b'00003',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,3
1123,b'00009',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,3
1124,b'00011',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,28.0,3.0,3
1125,b'00011',NRCellCU,1700746790.5683732,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,26.0,5.0,3
1126,b'00001',NRCellCU,1700746790.6093202,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,39.0,5.0,3
1127,b'00001',NRCellCU,1700746790.6093202,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,4.0,3
1128,b'00001',NRCellCU,1700746790.6093202,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,2.0,3
1129,b'00007',NRCellCU,1700746790.6461616,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,3
1130,b'00007',NRCellCU,1700746790.6461616,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1131,b'00007',NRCellCU,1700746790.6461616,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,3.0,3
1132,b'00002',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,3.0,3
1133,b'00010',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,2.0,2.0,3
1134,b'00010',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,3.0,3
1135,b'00010',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,3
1136,b'00004',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,3
1137,b'00004',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1138,b'00002',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,3
1139,b'00002',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,3
1140,b'00004',NRCellCU,1700746818.931563,3.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1141,b'00006',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1142,b'00005',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,5.0,3
1143,b'00005',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,3.0,3
1144,b'00011',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,3
1145,b'00012',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,3
1146,b'00012',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,5.0,3
1147,b'00012',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,3
1148,b'00003',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,3
1149,b'00003',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,3
1150,b'00003',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,3
1151,b'00009',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,4.0,3
1152,b'00005',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1153,b'00009',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,3.0,3
1154,b'00009',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,5.0,3
1155,b'00006',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,3
1156,b'00011',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,3
1157,b'00011',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,5.0,3
1158,b'00006',NRCellCU,1700746819.011189,6.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1159,b'00001',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,8.0,4.0,3
1160,b'00003',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,3
1161,b'00003',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,10.0,4.0,3
1162,b'00003',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,3
1163,b'00001',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,3
1164,b'00001',NRCellCU,1700746819.060118,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,2.0,3
1165,b'00007',NRCellCU,1700746819.095748,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1166,b'00007',NRCellCU,1700746819.095748,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,3.0,3
1167,b'00007',NRCellCU,1700746819.095748,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,2.0,3
1168,b'00004',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,3
1169,b'00010',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,3.0,3
1170,b'00008',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,4.0,3
1171,b'00010',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,3
1172,b'00008',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,3.0,3
1173,b'00004',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1174,b'00008',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,20.0,2.0,3
1175,b'00004',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1176,b'00010',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,22.0,4.0,3
1177,b'00002',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1178,b'00002',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,3
1179,b'00002',NRCellCU,1700746847.410746,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,41.0,3.0,3
1180,b'00001',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,2.0,3
1181,b'00003',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,3
1182,b'00003',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,4.0,3
1183,b'00003',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,38.0,2.0,3
1184,b'00001',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,5.0,3
1185,b'00001',NRCellCU,1700746847.4600308,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,12.0,4.0,3
1186,b'00012',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,48.0,5.0,3
1187,b'00012',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,3.0,3
1188,b'00006',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1189,b'00006',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1190,b'00011',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,29.0,5.0,3
1191,b'00011',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,3
1192,b'00009',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,3.0,3
1193,b'00005',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1194,b'00009',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,3
1195,b'00009',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,3
1196,b'00012',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1197,b'00005',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,3
1198,b'00005',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,13.0,5.0,3
1199,b'00011',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,33.0,3.0,3
1200,b'00006',NRCellCU,1700746847.5326445,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,27.0,5.0,3
1201,b'00007',NRCellCU,1700746847.572826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1202,b'00007',NRCellCU,1700746847.572826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,2.0,3
1203,b'00007',NRCellCU,1700746847.572826,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,3.0,3.0,3
1204,b'00010',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,3
1205,b'00010',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,4.0,3
1206,b'00002',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,21.0,2.0,3
1207,b'00008',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,3.0,3
1208,b'00004',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,43.0,2.0,3
1209,b'00004',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1210,b'00008',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,4.0,3
1211,b'00008',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,25.0,2.0,3
1212,b'00002',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,1.0,4.0,3
1213,b'00002',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,36.0,3.0,3
1214,b'00004',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1215,b'00010',NRCellCU,1700746875.8547158,4.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,3
1216,b'00011',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,3
1217,b'00009',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,3.0,3
1218,b'00006',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1219,b'00006',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1220,b'00011',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,31.0,5.0,3
1221,b'00012',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,3.0,3
1222,b'00009',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,3
1223,b'00012',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,4.0,4.0,3
1224,b'00005',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,3.0,3
1225,b'00005',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,5.0,3
1226,b'00005',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1227,b'00012',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,5.0,3
1228,b'00009',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,5.0,3
1229,b'00011',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,3
1230,b'00006',NRCellCU,1700746875.9271655,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,5.0,3
1231,b'00001',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,40.0,2.0,3
1232,b'00003',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,44.0,2.0,3
1233,b'00003',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,30.0,5.0,3
1234,b'00001',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,4.0,3
1235,b'00001',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,35.0,5.0,3
1236,b'00003',NRCellCU,1700746875.9787674,2.0,b1,HO.TrgtCellQual.RS-SINR.UEID,11.0,4.0,3
1237,b'00007',NRCellCU,1700746876.0289347,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1238,b'00007',NRCellCU,1700746876.0289347,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,5.0,3
1239,b'00007',NRCellCU,1700746876.0289347,1.0,b1,HO.TrgtCellQual.RS-SINR.UEID,14.0,2.0,3
1240,b'00008',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,15.0,3.0,3
1241,b'00010',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,23.0,3.0,3
1242,b'00002',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,24.0,3.0,3
1243,b'00010',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,34.0,4.0,3
1244,b'00008',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,16.0,2.0,3
1245,b'00008',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,17.0,4.0,3
1246,b'00010',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,6.0,2.0,3
1247,b'00004',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,46.0,2.0,3
1248,b'00002',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,9.0,2.0,3
1249,b'00002',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,7.0,4.0,3
1250,b'00006',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,37.0,2.0,3
1251,b'00004',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1252,b'00004',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
1253,b'00006',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,4.0,3
1254,b'00006',NRCellCU,1700746904.3599205,5.0,b1,HO.TrgtCellQual.RS-SINR.UEID,0.0,3.0,3
