,DRB QCI,DL PCDP Bytes,UL PDCP Bytes,PLMN ID,Interface type,UE ID,Timestamp,Test ID
0,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747079.8784492,4
1,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747079.8784492,4
2,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747079.9226832,4
3,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747079.9226832,4
4,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747079.9226832,4
5,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747079.9226832,4
6,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747079.9226832,4
7,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747079.996102,4
8,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747079.996102,4
9,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747079.996102,4
10,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747079.996102,4
11,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747104.1615942,4
12,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747104.1615942,4
13,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747104.1615942,4
14,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747104.1615942,4
15,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747104.1615942,4
16,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747104.1615942,4
17,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747104.1789546,4
18,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747104.1789546,4
19,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747104.1789546,4
20,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747104.1789546,4
21,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747104.1789546,4
22,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747132.461882,4
23,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747132.461882,4
24,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747132.461882,4
25,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747132.461882,4
26,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747132.461882,4
27,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747132.461882,4
28,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747132.461882,4
29,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747132.4795372,4
30,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747132.4795372,4
31,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747132.4795372,4
32,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747132.4795372,4
33,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747160.817946,4
34,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747160.817946,4
35,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747160.817946,4
36,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747160.817946,4
37,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747160.817946,4
38,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747160.817946,4
39,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747160.817946,4
40,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747160.836663,4
41,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747160.836663,4
42,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747160.836663,4
43,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747160.836663,4
44,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747189.139161,4
45,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747189.139161,4
46,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747189.139161,4
47,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747189.139161,4
48,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747189.139161,4
49,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747189.139161,4
50,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747189.139161,4
51,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747189.139161,4
52,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747189.1580613,4
53,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747189.1580613,4
54,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747189.1580613,4
55,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747217.4848232,4
56,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747217.4848232,4
57,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747217.4848232,4
58,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747217.4848232,4
59,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747217.4848232,4
60,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747217.4848232,4
61,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747217.4848232,4
62,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747217.5038323,4
63,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747217.5038323,4
64,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747217.5038323,4
65,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747217.5038323,4
66,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747241.8091922,4
67,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747241.8091922,4
68,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747241.8091922,4
69,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747241.8091922,4
70,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747241.8091922,4
71,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747241.8091922,4
72,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747241.8091922,4
73,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747241.819332,4
74,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747241.8286362,4
75,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747241.8286362,4
76,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747241.8286362,4
77,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747270.1603034,4
78,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747270.1603034,4
79,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747270.1603034,4
80,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747270.1603034,4
81,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747270.1603034,4
82,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747270.1603034,4
83,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747270.1603034,4
84,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747270.1603034,4
85,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747270.182218,4
86,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747270.182218,4
87,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747270.182218,4
88,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747294.5068316,4
89,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747294.5068316,4
90,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747294.5068316,4
91,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747294.5068316,4
92,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747294.5068316,4
93,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747294.5068316,4
94,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747294.5183806,4
95,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747294.529045,4
96,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747294.529045,4
97,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747294.529045,4
98,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747294.529045,4
99,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747322.893963,4
100,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747322.893963,4
101,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747322.893963,4
102,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747322.893963,4
103,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747322.893963,4
104,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747322.893963,4
105,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747322.893963,4
106,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747322.904622,4
107,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747322.904622,4
108,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747322.9147904,4
109,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747322.9147904,4
110,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747347.2649171,4
111,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747347.2649171,4
112,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747347.2649171,4
113,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747347.2649171,4
114,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747347.2649171,4
115,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747347.2649171,4
116,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747347.2777667,4
117,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747347.2777667,4
118,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747347.2887805,4
119,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747347.2887805,4
120,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747347.29959,4
121,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747375.666988,4
122,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747375.666988,4
123,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747375.666988,4
124,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747375.666988,4
125,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747375.6806262,4
126,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747375.6806262,4
127,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747375.6806262,4
128,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747375.6916225,4
129,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747375.6916225,4
130,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747375.6916225,4
131,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747375.7025752,4
132,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747400.0497334,4
133,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747400.0497334,4
134,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747400.0497334,4
135,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747400.0497334,4
136,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747400.0497334,4
137,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747400.074932,4
138,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747400.074932,4
139,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747400.074932,4
140,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747400.074932,4
141,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747400.074932,4
142,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747400.0863526,4
143,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747428.4971912,4
144,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747428.4971912,4
145,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747428.4971912,4
146,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747428.4971912,4
147,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747428.4971912,4
148,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747428.4971912,4
149,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747428.5110867,4
150,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747428.5246923,4
151,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747428.5246923,4
152,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747428.5246923,4
153,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747428.5370047,4
154,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747452.8970242,4
155,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747452.8970242,4
156,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747452.8970242,4
157,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747452.8970242,4
158,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747452.8970242,4
159,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747452.8970242,4
160,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747452.911129,4
161,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747452.923969,4
162,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747452.923969,4
163,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747452.923969,4
164,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747452.9363432,4
165,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747485.3629825,4
166,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747485.3629825,4
167,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747485.3629825,4
168,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747485.3629825,4
169,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747485.3629825,4
170,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747485.3774965,4
171,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747485.3774965,4
172,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747485.390506,4
173,0.0,0.0,0.0,b'111',x2-u,b'00008',1700747485.390506,4
174,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747485.390506,4
175,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747485.390506,4
176,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747485.402173,4
177,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747513.8149626,4
178,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747513.8149626,4
179,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747513.8149626,4
180,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747513.8149626,4
181,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747513.8149626,4
182,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747513.831524,4
183,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747513.831524,4
184,0.0,0.0,0.0,b'111',x2-u,b'00008',1700747513.8454456,4
185,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747513.8454456,4
186,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747513.8454456,4
187,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747513.8454456,4
188,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747513.8618555,4
189,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747542.3082569,4
190,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747542.3082569,4
191,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747542.3082569,4
192,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747542.3082569,4
193,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747542.3238635,4
194,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747542.3238635,4
195,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747542.3374388,4
196,0.0,0.0,0.0,b'111',x2-u,b'00008',1700747542.3374388,4
197,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747542.3374388,4
198,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747542.3374388,4
199,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747542.3374388,4
200,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747542.3506231,4
201,0.0,0.0,0.0,b'111',x2-u,b'00012',1700747574.7979903,4
202,0.0,0.0,0.0,b'111',x2-u,b'00003',1700747574.7979903,4
203,0.0,0.0,0.0,b'111',x2-u,b'00009',1700747574.7979903,4
204,0.0,0.0,0.0,b'111',x2-u,b'00011',1700747574.7979903,4
205,0.0,0.0,0.0,b'111',x2-u,b'00004',1700747574.7979903,4
206,0.0,0.0,0.0,b'111',x2-u,b'00006',1700747574.7979903,4
207,0.0,0.0,0.0,b'111',x2-u,b'00005',1700747574.814047,4
208,0.0,0.0,0.0,b'111',x2-u,b'00001',1700747574.814047,4
209,0.0,0.0,0.0,b'111',x2-u,b'00008',1700747574.8287947,4
210,0.0,0.0,0.0,b'111',x2-u,b'00010',1700747574.8287947,4
211,0.0,0.0,0.0,b'111',x2-u,b'00002',1700747574.8287947,4
212,0.0,0.0,0.0,b'111',x2-u,b'00007',1700747574.843338,4
213,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746445.6349924,3
214,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746445.6349924,3
215,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746445.6349924,3
216,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746445.6349924,3
217,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746445.6349924,3
218,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746445.7071245,3
219,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746445.7071245,3
220,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746445.7071245,3
221,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746445.7071245,3
222,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746445.7071245,3
223,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746445.7815912,3
224,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746445.7815912,3
225,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746469.927335,3
226,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746469.927335,3
227,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746469.927335,3
228,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746469.927335,3
229,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746469.927335,3
230,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746469.9381733,3
231,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746469.9381733,3
232,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746469.9381733,3
233,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746469.9381733,3
234,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746469.9381733,3
235,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746469.9381733,3
236,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746498.242145,3
237,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746498.242145,3
238,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746498.242145,3
239,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746498.242145,3
240,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746498.2530582,3
241,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746498.2530582,3
242,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746498.2530582,3
243,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746498.2530582,3
244,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746498.2530582,3
245,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746498.2530582,3
246,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746498.2530582,3
247,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746522.530347,3
248,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746522.530347,3
249,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746522.530347,3
250,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746522.530347,3
251,0.0,0.0,0.0,b'111',x2-u,b'00011',1700746522.5425005,3
252,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746522.5425005,3
253,0.0,0.0,0.0,b'111',x2-u,b'00003',1700746522.5425005,3
254,0.0,0.0,0.0,b'111',x2-u,b'00005',1700746522.5425005,3
255,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746522.5425005,3
256,0.0,0.0,0.0,b'111',x2-u,b'00012',1700746522.5425005,3
257,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746522.5425005,3
258,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746522.5425005,3
259,0.0,0.0,0.0,b'111',x2-u,b'00002',1700746550.864469,3
260,0.0,0.0,0.0,b'111',x2-u,b'00001',1700746550.864469,3
261,0.0,0.0,0.0,b'111',x2-u,b'00010',1700746550.864469,3
262,0.0,0.0,0.0,b'111',x2-u,b'00006',1700746550.8762643,3
263,0.0,0.0,0.0,b'111',x2-u,b'00004',1700746550.8762643,3
264,0.0,0.0,0.0,b'111',x2-u,b'00009',1700746550.8762643,3
265,0.0,0.0,0.0,b'111',x2-u,b'00007',1700746550.8762643,3
